DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobLevel,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,WorkLifeBalance,YearsAtCompany,AnnualSalary,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative
318,9,3,4,1,1,0,17,1,1,2,1,164320,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1225,1,1,1,0,2,1,11,4,0,2,4,118560,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
1328,2,3,3,1,1,1,23,4,1,3,5,158080,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1082,1,4,3,1,1,1,17,2,0,3,1,180960,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
548,1,3,2,1,2,1,17,2,2,3,10,137280,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
132,6,3,2,0,1,1,12,2,0,3,1,114400,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
746,8,4,3,0,2,1,23,4,0,3,11,126880,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
776,1,4,3,1,2,1,14,2,0,3,15,66560,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
193,6,4,4,1,3,0,14,2,0,4,0,108160,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
397,7,4,1,1,3,1,13,1,0,4,5,62400,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
945,5,2,2,1,2,0,22,4,1,3,4,166400,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
852,1,1,4,1,2,0,12,3,2,2,10,114400,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1214,1,3,2,1,1,1,18,1,0,3,6,62400,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
111,1,2,1,1,3,1,14,4,1,3,1,145600,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
573,6,3,2,0,2,0,12,4,3,3,13,164320,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1153,1,2,1,1,2,1,15,3,0,3,5,195520,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1400,7,3,4,1,3,1,11,1,0,2,6,101920,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
541,2,1,3,1,1,1,13,3,1,3,0,128960,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
432,9,4,4,1,1,1,23,2,2,3,4,199680,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
288,2,3,3,1,2,1,19,1,3,3,11,205920,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
669,9,2,3,1,3,1,16,4,0,3,9,133120,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
530,1,4,3,1,4,1,22,4,1,2,22,162240,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
632,21,4,3,1,2,0,22,4,0,1,10,147680,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1334,4,2,3,0,2,0,12,2,3,2,11,131040,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
638,1,3,3,1,3,0,13,3,1,2,10,83200,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1093,6,4,2,1,2,1,16,1,0,3,11,180960,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
1217,2,4,1,0,3,1,12,1,1,1,4,124800,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1353,3,2,1,0,2,1,21,1,1,2,3,68640,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
120,4,3,2,1,2,1,15,2,0,4,5,89440,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
682,10,4,4,1,4,1,13,3,0,2,37,76960,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
489,23,3,2,1,2,1,12,3,1,4,3,139360,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
807,6,4,3,1,1,0,22,4,0,3,3,131040,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
827,1,1,4,1,1,1,13,4,0,3,1,147680,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
871,6,3,4,0,1,0,18,2,0,3,1,137280,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
665,6,4,1,0,2,1,14,3,0,3,16,85280,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1040,2,2,3,1,2,1,14,4,1,4,1,208000,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1420,2,4,3,0,5,1,21,4,1,3,3,66560,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1115,1,3,1,0,5,0,19,1,0,2,8,151840,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
240,5,3,3,1,2,0,11,4,0,3,6,95680,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1280,7,1,4,1,1,1,11,3,2,3,2,133120,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
534,15,3,2,0,1,1,15,3,0,3,0,122720,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1456,1,4,1,0,3,1,20,3,0,2,13,62400,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
658,7,3,1,1,2,0,24,4,0,3,9,137280,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
142,26,3,4,0,4,0,12,3,0,3,5,62400,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1127,18,1,2,1,1,1,12,3,1,3,5,108160,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1031,6,4,3,0,2,1,15,3,1,3,1,93600,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1189,3,3,3,1,3,1,12,1,0,3,5,180960,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
1354,5,3,3,0,3,1,12,4,0,3,11,93600,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1467,11,2,2,0,3,1,14,3,1,3,9,191360,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
922,3,2,1,0,1,1,22,1,1,3,1,81120,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
394,26,2,3,1,4,0,12,4,2,4,25,191360,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
1312,23,3,1,1,1,1,25,3,3,2,10,199680,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
750,22,2,3,1,2,1,13,1,1,4,7,197600,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
441,14,4,2,0,1,0,18,1,3,3,5,149760,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
684,6,3,1,1,5,1,13,3,0,3,20,106080,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
249,6,4,2,1,2,0,18,2,0,2,7,158080,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
841,6,3,3,0,1,1,19,3,0,2,5,95680,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
147,23,4,4,0,3,1,12,4,1,2,40,195520,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
528,22,1,4,1,1,0,19,4,0,2,0,104000,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
594,2,1,3,1,1,1,14,3,1,3,2,208000,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
470,20,4,3,0,2,1,14,3,0,2,15,199680,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
957,28,3,2,0,1,1,12,4,0,3,3,149760,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
809,12,3,3,0,3,1,11,4,0,3,2,160160,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
542,20,3,2,0,2,0,11,3,1,3,2,147680,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
802,9,1,3,1,3,0,13,3,1,3,9,199680,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
1355,25,1,3,0,1,1,23,4,1,3,8,126880,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
216,6,2,2,1,2,1,20,4,2,3,3,174720,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1150,8,4,1,1,3,1,15,4,0,3,4,110240,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1329,4,4,4,0,2,1,14,3,1,4,15,97760,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
959,28,3,1,1,2,1,18,4,0,3,2,85280,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
1240,9,3,3,1,2,0,19,4,0,1,11,99840,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1033,9,3,1,0,1,1,22,1,0,4,5,85280,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1316,29,3,3,1,1,1,13,2,0,2,6,172640,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
364,3,5,4,0,2,0,20,2,0,3,3,66560,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
438,18,3,1,0,1,1,14,3,0,2,5,156000,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
689,9,2,4,1,2,1,17,4,3,4,8,72800,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
201,5,3,4,0,1,1,14,4,1,3,3,174720,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1427,2,1,2,1,1,1,13,4,0,3,5,72800,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
857,10,3,4,1,4,1,13,2,1,2,7,189280,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
933,9,4,3,1,1,1,21,4,1,3,5,195520,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1181,3,1,2,0,1,1,14,4,0,3,1,164320,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1395,26,3,2,0,2,1,11,1,1,3,20,112320,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
662,1,5,3,1,3,1,13,1,2,3,10,195520,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1436,6,2,2,1,2,0,20,4,1,1,7,70720,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
194,9,3,2,1,2,1,18,3,1,1,17,124800,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
967,8,3,2,0,3,1,14,4,0,3,9,89440,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1496,1,1,4,1,2,1,13,1,1,3,10,85280,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1169,7,4,2,1,2,1,17,3,0,3,1,70720,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1145,9,3,2,0,1,0,20,2,1,2,1,156000,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
630,4,4,3,1,3,1,11,1,1,2,12,139360,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
303,2,4,3,0,1,1,18,4,1,3,4,156000,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
1256,19,1,3,1,1,1,24,1,2,3,2,166400,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
691,9,3,4,1,1,1,18,4,1,1,2,118560,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
440,21,3,3,1,1,1,11,3,1,1,5,87360,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
334,24,2,3,1,3,0,16,2,1,1,5,172640,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1450,3,3,3,1,1,0,15,4,1,2,1,164320,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1452,11,3,3,0,5,1,15,2,0,3,5,110240,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
465,14,3,1,1,1,1,12,1,1,3,9,116480,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1339,5,3,2,0,3,1,12,3,1,3,10,85280,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
702,1,4,1,0,2,1,22,3,0,4,8,122720,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
120,6,5,3,1,1,1,20,1,0,3,5,89440,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1157,17,3,3,1,1,0,16,4,1,2,5,106080,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
602,1,1,3,0,1,1,21,1,0,4,0,208000,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1480,3,2,4,1,1,1,12,3,0,2,8,62400,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
111,9,3,3,1,2,1,11,3,2,3,12,137280,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1268,4,2,3,0,2,0,11,1,1,4,5,62400,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
713,8,3,3,0,1,0,18,3,1,3,2,139360,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
134,2,3,3,1,1,1,14,1,0,4,3,187200,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
303,2,3,2,1,1,1,22,3,0,2,1,97760,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
526,1,2,2,0,3,1,25,3,3,3,24,191360,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1380,9,2,3,0,1,1,12,3,0,3,2,156000,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
140,12,1,3,0,1,0,23,3,1,3,4,197600,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
629,27,2,4,0,1,1,15,4,0,3,3,197600,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1356,20,2,2,0,1,0,22,4,0,2,4,145600,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
328,1,3,3,1,1,1,15,4,1,2,3,178880,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1084,13,2,4,0,2,1,11,3,2,3,4,118560,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
931,14,3,4,0,1,1,13,4,1,3,8,149760,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
989,4,1,4,0,5,1,14,2,1,3,20,95680,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
692,14,4,3,1,5,1,11,4,0,3,24,126880,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1069,2,1,4,1,2,1,17,3,0,2,10,93600,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
313,3,3,4,0,4,1,18,3,0,3,7,203840,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
699,1,4,3,1,5,1,14,1,1,3,33,135200,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
894,9,3,4,0,1,1,16,4,0,2,7,205920,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
556,23,2,2,1,2,0,13,1,0,3,1,104000,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1344,7,3,4,1,1,1,14,4,3,4,5,76960,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1195,2,2,1,1,4,1,23,4,1,3,20,135200,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
290,21,3,2,1,1,0,12,1,1,2,8,135200,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
138,2,3,2,0,2,1,11,4,0,3,6,76960,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
926,21,2,3,0,2,1,16,2,1,3,5,74880,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1261,2,4,4,1,2,1,14,2,0,3,1,183040,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1084,29,3,4,1,2,1,18,1,1,1,7,112320,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
472,1,1,3,1,2,1,19,3,1,3,2,124800,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1002,18,4,4,1,2,0,15,1,2,3,7,191360,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
878,10,4,4,1,1,0,17,4,1,4,5,89440,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
905,19,2,3,1,2,0,15,3,1,4,7,205920,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1180,29,1,2,1,2,0,19,2,0,3,1,145600,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
121,27,3,2,0,3,1,22,4,3,2,10,72800,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1136,5,3,4,1,1,0,16,1,1,2,4,124800,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
635,18,1,2,0,1,1,13,1,0,3,8,151840,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1151,9,5,4,1,2,1,14,4,1,1,3,131040,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
644,1,4,4,1,3,1,16,3,1,3,4,201760,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1045,4,4,4,1,3,1,11,3,0,2,14,66560,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
829,1,1,3,1,3,1,22,3,0,3,11,183040,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1242,20,3,4,0,2,1,14,4,0,3,7,187200,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
1469,8,4,2,1,3,1,16,4,2,1,10,168480,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1005,3,3,4,0,1,0,11,3,0,3,5,183040,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
896,6,3,4,0,3,0,18,3,0,3,1,156000,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
334,26,4,3,0,2,1,15,3,0,2,6,108160,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
992,1,3,3,1,1,1,14,4,0,2,6,176800,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
